-1
27
16
-1
-1
-1
2
21
23
26
34
5
69
-1
30
2
-1
-1
-1
-1
12
15
2
8
-1
-1
4
30
-1
4
40
7
2
6
33
-1
37
-1
5
-1
-1
6
-1
-1
-1
15
-1
-1
12
5
73
5
59
3
9
30
64
-1
23
3
14
9
2
15
-1
2
-1
5
41
13
16
-1
2
32
5
1
-1
1
-1
4
12
56
-1
-1
-1
-1
1
-1
2
41
11
-1
11
-1
2
13
-1
-1
20
-1
